51
D:/dumac/ImageTester/Testpool\image0,117.81007475970097,130.58443099560935,150.334539772952,.jpg,50562,24,3800,237.5
D:/dumac/ImageTester/Testpool\image1,41.06346370967742,41.06346370967742,41.06346370967742,.pgm,248000,8,248038,47.66666667
D:/dumac/ImageTester/Testpool\image2,111.77463254422477,111.77463254422477,111.77463254422477,.png,553536,8,356258,53.125
D:/dumac/ImageTester/Testpool\image3,88.14281421207147,101.89892854666081,82.84093483436973,.jpg,173036,24,55842,237.5
D:/dumac/ImageTester/Testpool\image4,123.26155064935065,162.5808935064935,163.1244077922078,.png,385000,8,188482,53.125
D:/dumac/ImageTester/Testpool\image5,219.29167407407408,210.81471604938272,202.32377283950618,.jpg,50625,24,5587,237.5
D:/dumac/ImageTester/Testpool\image6,109.97715254237288,113.18728813559322,121.10463653483993,.png,265500,8,110454,53.125
D:/dumac/ImageTester/Testpool\image7,217.32783866666668,207.09817466666667,205.20074266666666,.jpg,750000,24,42226,237.5
D:/dumac/ImageTester/Testpool\image8,111.19575124963247,111.13004864879314,118.84591096201652,.png,299288,32,584686,53.125
D:/dumac/ImageTester/Testpool\image9,126.6656806412712,128.8252748811804,138.69075689863092,.jpg,140970,24,8274,237.75
D:/dumac/ImageTester/Testpool\image10,217.80454074361964,216.46595791769226,211.76445297318307,.jpg,370512,24,82975,237.5
D:/dumac/ImageTester/Testpool\image11,103.25843253968254,100.82707093253968,104.26977926587301,.jpg,16128,24,9333,237.5
D:/dumac/ImageTester/Testpool\image12,135.668896484375,137.7636572265625,127.7566650390625,.jpg,409600,24,42325,237.5
D:/dumac/ImageTester/Testpool\image13,157.54381525472297,146.7435537313493,142.07651980192026,.jpg,247779,24,28112,237.5
D:/dumac/ImageTester/Testpool\image14,118.31050041258989,101.18920193327833,93.2703848874219,.jpg,339320,24,42820,237.5
D:/dumac/ImageTester/Testpool\image15,101.29128622469234,98.79015482334259,97.84960301707027,.jpg,50380,24,16693,237.5
